ma_nhan_vien,ho_ten,ho_ten_chuan,don_vi,chuc_vu,email
NV088563,Phạm Hồng Mai,pham hong mai,Phòng Hành chính - Cục Tham mưu (CA),Trưởng nhóm,nv088563@donvi.gov.vn
NV088564,Vũ Hữu Tuấn,vu huu tuan,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv088564@donvi.gov.vn
NV088565,Phạm Hữu An,pham huu an,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv088565@donvi.gov.vn
NV088566,Lê Đức Long,le duc long,Phòng Tác chiến - Cục Chính trị (BQP),Phó trưởng phòng,nv088566@donvi.gov.vn
NV088567,Bùi Thị Anh,bui thi anh,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Chuyên viên,nv088567@donvi.gov.vn
NV088568,Huỳnh Công Việt,huynh cong viet,Phòng Hành chính - Cục Tham mưu (CA),Chuyên viên chính,nv088568@donvi.gov.vn
NV088569,Phan Thu Thảo,phan thu thao,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên chính,nv088569@donvi.gov.vn
NV088570,Phạm Hữu Việt,pham huu viet,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Thành viên,nv088570@donvi.gov.vn
NV088571,Lê Thành Quang,le thanh quang,Phòng Nhân sự - Cục Tham mưu (CA),Nhân viên,nv088571@donvi.gov.vn
NV088572,Đỗ Thu Thảo,do thu thao,Phòng Pháp chế - Cục Tác chiến (BQP),Trưởng nhóm,nv088572@donvi.gov.vn
NV088573,Võ Kim Vy,vo kim vy,Phòng Nhân sự - Cục Tác chiến (BQP),Chuyên viên,nv088573@donvi.gov.vn
NV088574,Dương Minh Thắng,duong minh thang,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên,nv088574@donvi.gov.vn
NV088575,Phạm Bích Mai,pham bich mai,Phòng Truyền thông - Cục Chính trị (CA),Thành viên,nv088575@donvi.gov.vn
NV088576,Hồ Minh Tuấn,ho minh tuan,Phòng Tác chiến - Cục Tham mưu (CA),Thành viên,nv088576@donvi.gov.vn
NV088577,Hoàng Ngọc Yến,hoang ngoc yen,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv088577@donvi.gov.vn
NV088578,Phan Thu Thủy,phan thu thuy,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv088578@donvi.gov.vn
NV088579,Đặng Quốc Khang,dang quoc khang,Phòng Kỹ thuật - Cục Tham mưu (BQP),Trưởng nhóm,nv088579@donvi.gov.vn
NV088580,Dương Diệu Phương,duong dieu phuong,Phòng Công nghệ - Cục Tác chiến (BQP),Nhân viên,nv088580@donvi.gov.vn
NV088581,Vũ Văn Dũng,vu van dung,Phòng Thanh tra - Cục Tham mưu (CA),Trưởng phòng,nv088581@donvi.gov.vn
NV088582,Đỗ Đức Dũng,do duc dung,Phòng Tác chiến - Cục Tham mưu (CA),Chuyên viên chính,nv088582@donvi.gov.vn
NV088583,Ngô Công Sơn,ngo cong son,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên,nv088583@donvi.gov.vn
NV088584,Hồ Đức Giang,ho duc giang,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên,nv088584@donvi.gov.vn
NV088585,Hồ Quốc An,ho quoc an,Phòng Kỹ thuật - Cục Tham mưu (BQP),Chuyên viên,nv088585@donvi.gov.vn
NV088586,Nguyễn Đức Đạt,nguyen duc dat,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên,nv088586@donvi.gov.vn
NV088587,Phạm Diệu Nhung,pham dieu nhung,Phòng Truyền thông - Cục Kỹ thuật (BQP),Chuyên viên chính,nv088587@donvi.gov.vn
NV088588,Hồ Hồng Vy,ho hong vy,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên,nv088588@donvi.gov.vn
NV088589,Hoàng Hồng Hà,hoang hong ha,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Phó trưởng phòng,nv088589@donvi.gov.vn
NV088590,Huỳnh Hữu Đạt,huynh huu dat,Phòng Công nghệ - Cục Chính trị (CA),Thành viên,nv088590@donvi.gov.vn
NV088591,Bùi Thu Chi,bui thu chi,Phòng Thanh tra - Cục Tham mưu (CA),Thành viên,nv088591@donvi.gov.vn
NV088592,Phạm Hồng Lan,pham hong lan,Phòng Nhân sự - Cục Tham mưu (BQP),Phó trưởng phòng,nv088592@donvi.gov.vn
NV088593,Lý Thu Xuân,ly thu xuan,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Phó trưởng phòng,nv088593@donvi.gov.vn
NV088594,Nguyễn Quốc Thắng,nguyen quoc thang,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv088594@donvi.gov.vn
NV088595,Ngô Kim Vy,ngo kim vy,Phòng Công nghệ - Cục Chính trị (CA),Trưởng phòng,nv088595@donvi.gov.vn
NV088596,Phạm Thu Mai,pham thu mai,Phòng Truyền thông - Cục Chính trị (CA),Thành viên,nv088596@donvi.gov.vn
NV088597,Võ Bích Chi,vo bich chi,Phòng Thanh tra - Cục Chính trị (BQP),Trưởng nhóm,nv088597@donvi.gov.vn
NV088598,Dương Hữu Khang,duong huu khang,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng nhóm,nv088598@donvi.gov.vn
NV088599,Hoàng Đức Hùng,hoang duc hung,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv088599@donvi.gov.vn
NV088600,Hoàng Thu Phương,hoang thu phuong,Phòng Tác chiến - Cục Quân huấn (CA),Thành viên,nv088600@donvi.gov.vn
NV088601,Huỳnh Kim Trang,huynh kim trang,Phòng Truyền thông - Cục Tham mưu (BQP),Chuyên viên,nv088601@donvi.gov.vn
NV088602,Võ Diệu Vy,vo dieu vy,Phòng Công nghệ - Cục Chính trị (CA),Thành viên,nv088602@donvi.gov.vn
NV088603,Hồ Hữu Khang,ho huu khang,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên chính,nv088603@donvi.gov.vn
NV088604,Dương Thành Giang,duong thanh giang,Phòng Tác chiến - Cục Quân huấn (CA),Trưởng phòng,nv088604@donvi.gov.vn
NV088605,Trần Minh Hải,tran minh hai,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên chính,nv088605@donvi.gov.vn
NV088606,Hồ Thu Thủy,ho thu thuy,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng nhóm,nv088606@donvi.gov.vn
NV088607,Nguyễn Kim Chi,nguyen kim chi,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv088607@donvi.gov.vn
NV088608,Phan Công Việt,phan cong viet,Phòng Hành chính - Cục Tham mưu (CA),Thành viên,nv088608@donvi.gov.vn
NV088609,Bùi Hồng Huyền,bui hong huyen,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng phòng,nv088609@donvi.gov.vn
NV088610,Nguyễn Thu Chi,nguyen thu chi,Phòng Truyền thông - Cục Tham mưu (CA),Thành viên,nv088610@donvi.gov.vn
NV088611,Huỳnh Diệu Xuân,huynh dieu xuan,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv088611@donvi.gov.vn
NV088612,Lê Hồng Nhung,le hong nhung,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088612@donvi.gov.vn
NV088613,Bùi Thị Thảo,bui thi thao,Phòng Tác chiến - Cục Chính trị (BQP),Thành viên,nv088613@donvi.gov.vn
NV088614,Đỗ Diệu Trang,do dieu trang,Phòng Nhân sự - Cục Tác chiến (BQP),Trưởng phòng,nv088614@donvi.gov.vn
NV088615,Ngô Thị Chi,ngo thi chi,Phòng Truyền thông - Cục Kỹ thuật (BQP),Chuyên viên chính,nv088615@donvi.gov.vn
NV088616,Phan Ngọc Chi,phan ngoc chi,Phòng Truyền thông - Cục Tham mưu (BQP),Trưởng phòng,nv088616@donvi.gov.vn
NV088617,Dương Thị Nga,duong thi nga,Phòng Hành chính - Cục Tham mưu (BQP),Nhân viên,nv088617@donvi.gov.vn
NV088618,Ngô Thành Hải,ngo thanh hai,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Thành viên,nv088618@donvi.gov.vn
NV088619,Lý Minh Phong,ly minh phong,Phòng Đào tạo - Cục Chính trị (BQP),Trưởng nhóm,nv088619@donvi.gov.vn
NV088620,Phan Hồng Phương,phan hong phuong,Phòng Pháp chế - Cục Tham mưu (CA),Thành viên,nv088620@donvi.gov.vn
NV088621,Đặng Ngọc Thảo,dang ngoc thao,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv088621@donvi.gov.vn
NV088622,Dương Minh Bình,duong minh binh,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Trưởng phòng,nv088622@donvi.gov.vn
NV088623,Hoàng Diệu Xuân,hoang dieu xuan,Phòng Nhân sự - Cục Tham mưu (BQP),Phó trưởng phòng,nv088623@donvi.gov.vn
NV088624,Lý Thành Hải,ly thanh hai,Phòng Nhân sự - Cục Tham mưu (CA),Nhân viên,nv088624@donvi.gov.vn
NV088625,Bùi Minh An,bui minh an,Phòng Đào tạo - Cục Tham mưu (BQP),Trưởng nhóm,nv088625@donvi.gov.vn
NV088626,Phan Hữu Khang,phan huu khang,Phòng Thanh tra - Cục Quân huấn (CA),Phó trưởng phòng,nv088626@donvi.gov.vn
NV088627,Đỗ Minh Đạt,do minh dat,Phòng Hành chính - Cục Tham mưu (BQP),Thành viên,nv088627@donvi.gov.vn
NV088628,Trần Kim Phương,tran kim phuong,Phòng Tác chiến - Cục Tham mưu (CA),Nhân viên,nv088628@donvi.gov.vn
NV088629,Võ Ngọc Anh,vo ngoc anh,Phòng Kỹ thuật - Cục Tham mưu (BQP),Thành viên,nv088629@donvi.gov.vn
NV088630,Ngô Văn Đạt,ngo van dat,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng phòng,nv088630@donvi.gov.vn
NV088631,Phan Ngọc Thủy,phan ngoc thuy,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv088631@donvi.gov.vn
NV088632,Nguyễn Thu Yến,nguyen thu yen,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv088632@donvi.gov.vn
NV088633,Phan Hồng Chi,phan hong chi,Phòng Thanh tra - Cục Tham mưu (CA),Phó trưởng phòng,nv088633@donvi.gov.vn
NV088634,Đặng Thành Giang,dang thanh giang,Phòng Truyền thông - Cục Chính trị (CA),Thành viên,nv088634@donvi.gov.vn
NV088635,Phạm Đức Hải,pham duc hai,Phòng Nhân sự - Cục Tham mưu (CA),Thành viên,nv088635@donvi.gov.vn
NV088636,Lê Thị Huyền,le thi huyen,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng phòng,nv088636@donvi.gov.vn
NV088637,Hoàng Thành Nam,hoang thanh nam,Phòng Nhân sự - Cục Tham mưu (CA),Phó trưởng phòng,nv088637@donvi.gov.vn
NV088638,Huỳnh Hồng Nga,huynh hong nga,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv088638@donvi.gov.vn
NV088639,Phan Thị Trang,phan thi trang,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Chuyên viên,nv088639@donvi.gov.vn
NV088640,Lê Công Long,le cong long,Phòng Thanh tra - Cục Chính trị (BQP),Thành viên,nv088640@donvi.gov.vn
NV088641,Đặng Ngọc Yến,dang ngoc yen,Phòng Truyền thông - Cục Kỹ thuật (BQP),Nhân viên,nv088641@donvi.gov.vn
NV088642,Lê Hồng Hoa,le hong hoa,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng phòng,nv088642@donvi.gov.vn
NV088643,Vũ Quốc Nam,vu quoc nam,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv088643@donvi.gov.vn
NV088644,Ngô Thành Cường,ngo thanh cuong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088644@donvi.gov.vn
NV088645,Huỳnh Thành An,huynh thanh an,Phòng Tác chiến - Cục Quân huấn (CA),Trưởng nhóm,nv088645@donvi.gov.vn
NV088646,Hoàng Hữu Sơn,hoang huu son,Phòng Công nghệ - Cục Chính trị (CA),Chuyên viên,nv088646@donvi.gov.vn
NV088647,Nguyễn Minh Quang,nguyen minh quang,Phòng Truyền thông - Cục Chính trị (CA),Trưởng nhóm,nv088647@donvi.gov.vn
NV088648,Trần Công Long,tran cong long,Phòng Truyền thông - Cục Tham mưu (CA),Phó trưởng phòng,nv088648@donvi.gov.vn
NV088649,Đặng Bích Thủy,dang bich thuy,Phòng Đào tạo - Cục Chính trị (BQP),Phó trưởng phòng,nv088649@donvi.gov.vn
NV088650,Nguyễn Minh Phong,nguyen minh phong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv088650@donvi.gov.vn
NV088651,Đặng Thị Phương,dang thi phuong,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088651@donvi.gov.vn
NV088652,Phan Minh Quang,phan minh quang,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng phòng,nv088652@donvi.gov.vn
NV088653,Nguyễn Bích Nhung,nguyen bich nhung,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Thành viên,nv088653@donvi.gov.vn
NV088654,Lê Thị Phương,le thi phuong,Phòng Thanh tra - Cục Quân huấn (CA),Nhân viên,nv088654@donvi.gov.vn
NV088655,Huỳnh Hồng Hà,huynh hong ha,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Trưởng nhóm,nv088655@donvi.gov.vn
NV088656,Hồ Bích Thủy,ho bich thuy,Phòng Thanh tra - Cục Quân huấn (CA),Thành viên,nv088656@donvi.gov.vn
NV088657,Võ Thị Xuân,vo thi xuan,Phòng Nhân sự - Cục Quân huấn (CA),Thành viên,nv088657@donvi.gov.vn
NV088658,Lý Thị Lan,ly thi lan,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv088658@donvi.gov.vn
NV088659,Ngô Thành Bình,ngo thanh binh,Phòng Tác chiến - Cục Chính trị (BQP),Chuyên viên,nv088659@donvi.gov.vn
NV088660,Hoàng Minh Dũng,hoang minh dung,Phòng Đào tạo - Cục Chính trị (BQP),Phó trưởng phòng,nv088660@donvi.gov.vn
NV088661,Nguyễn Văn Nam,nguyen van nam,Phòng Đào tạo - Cục Kỹ thuật (BQP),Thành viên,nv088661@donvi.gov.vn
NV088662,Bùi Thành Thắng,bui thanh thang,Phòng Truyền thông - Cục Chính trị (CA),Chuyên viên,nv088662@donvi.gov.vn
NV088663,Ngô Văn Phong,ngo van phong,Phòng Tác chiến - Cục Chính trị (CA),Trưởng nhóm,nv088663@donvi.gov.vn
NV088664,Đỗ Minh An,do minh an,Phòng Tác chiến - Cục Tham mưu (CA),Trưởng nhóm,nv088664@donvi.gov.vn
NV088665,Lý Diệu Lan,ly dieu lan,Phòng Truyền thông - Cục Chính trị (CA),Trưởng nhóm,nv088665@donvi.gov.vn
NV088666,Phạm Hữu Quang,pham huu quang,Phòng Đào tạo - Cục Tham mưu (BQP),Chuyên viên,nv088666@donvi.gov.vn
NV088667,Lê Thu Dung,le thu dung,Phòng Kỹ thuật - Cục Tham mưu (BQP),Trưởng phòng,nv088667@donvi.gov.vn
NV088668,Ngô Minh Tuấn,ngo minh tuan,Phòng Truyền thông - Cục Chính trị (CA),Trưởng phòng,nv088668@donvi.gov.vn
NV088669,Ngô Đức Khang,ngo duc khang,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên chính,nv088669@donvi.gov.vn
NV088670,Hồ Diệu Lan,ho dieu lan,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên,nv088670@donvi.gov.vn
NV088671,Hồ Công Sơn,ho cong son,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv088671@donvi.gov.vn
NV088672,Vũ Thu Lan,vu thu lan,Phòng Thanh tra - Cục Chính trị (BQP),Trưởng nhóm,nv088672@donvi.gov.vn
NV088673,Đỗ Bích Xuân,do bich xuan,Phòng Hành chính - Cục Tham mưu (CA),Trưởng nhóm,nv088673@donvi.gov.vn
NV088674,Hồ Ngọc Nga,ho ngoc nga,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng nhóm,nv088674@donvi.gov.vn
NV088675,Nguyễn Thu Thảo,nguyen thu thao,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên,nv088675@donvi.gov.vn
NV088676,Bùi Diệu Yến,bui dieu yen,Phòng Tác chiến - Cục Quân huấn (CA),Chuyên viên chính,nv088676@donvi.gov.vn
NV088677,Phạm Bích Chi,pham bich chi,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Phó trưởng phòng,nv088677@donvi.gov.vn
NV088678,Bùi Hồng Dung,bui hong dung,Phòng Truyền thông - Cục Chính trị (CA),Phó trưởng phòng,nv088678@donvi.gov.vn
NV088679,Đặng Đức Thắng,dang duc thang,Phòng Truyền thông - Cục Tham mưu (BQP),Chuyên viên,nv088679@donvi.gov.vn
NV088680,Võ Thành Việt,vo thanh viet,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv088680@donvi.gov.vn
NV088681,Nguyễn Diệu Anh,nguyen dieu anh,Phòng Nhân sự - Cục Chính trị (CA),Trưởng phòng,nv088681@donvi.gov.vn
NV088682,Ngô Công Khang,ngo cong khang,Phòng Pháp chế - Cục Tác chiến (BQP),Phó trưởng phòng,nv088682@donvi.gov.vn
NV088683,Lý Bích Mai,ly bich mai,Phòng Tác chiến - Cục Chính trị (CA),Trưởng nhóm,nv088683@donvi.gov.vn
NV088684,Lê Thu Xuân,le thu xuan,Phòng Tác chiến - Cục Quân huấn (CA),Chuyên viên chính,nv088684@donvi.gov.vn
NV088685,Lý Văn Hùng,ly van hung,Phòng Đào tạo - Cục Kỹ thuật (BQP),Chuyên viên chính,nv088685@donvi.gov.vn
NV088686,Phạm Bích Trang,pham bich trang,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv088686@donvi.gov.vn
NV088687,Đỗ Hữu Khang,do huu khang,Phòng Pháp chế - Cục Tham mưu (CA),Chuyên viên chính,nv088687@donvi.gov.vn
NV088688,Dương Đức Giang,duong duc giang,Phòng Công nghệ - Cục Tác chiến (BQP),Thành viên,nv088688@donvi.gov.vn
NV088689,Hoàng Thị Linh,hoang thi linh,Phòng Kỹ thuật - Cục Tham mưu (BQP),Chuyên viên,nv088689@donvi.gov.vn
NV088690,Vũ Hữu Phong,vu huu phong,Phòng Tác chiến - Cục Kỹ thuật (BQP),Chuyên viên,nv088690@donvi.gov.vn
NV088691,Đặng Diệu Phương,dang dieu phuong,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv088691@donvi.gov.vn
NV088692,Võ Hữu Cường,vo huu cuong,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Thành viên,nv088692@donvi.gov.vn
NV088693,Lê Kim Vy,le kim vy,Phòng Công nghệ - Cục Chính trị (CA),Nhân viên,nv088693@donvi.gov.vn
NV088694,Đỗ Công Hải,do cong hai,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên,nv088694@donvi.gov.vn
NV088695,Đỗ Thị Chi,do thi chi,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Chuyên viên,nv088695@donvi.gov.vn
NV088696,Hồ Hữu Dũng,ho huu dung,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv088696@donvi.gov.vn
NV088697,Ngô Văn Tâm,ngo van tam,Phòng Nhân sự - Cục Tham mưu (CA),Phó trưởng phòng,nv088697@donvi.gov.vn
NV088698,Dương Quốc Sơn,duong quoc son,Phòng Hành chính - Cục Tham mưu (BQP),Chuyên viên,nv088698@donvi.gov.vn
NV088699,Vũ Kim Huyền,vu kim huyen,Phòng Truyền thông - Cục Chính trị (CA),Thành viên,nv088699@donvi.gov.vn
NV088700,Hoàng Đức Long,hoang duc long,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Nhân viên,nv088700@donvi.gov.vn
NV088701,Dương Hồng Anh,duong hong anh,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv088701@donvi.gov.vn
NV088702,Đặng Thu Thảo,dang thu thao,Phòng Nhân sự - Cục Tham mưu (BQP),Thành viên,nv088702@donvi.gov.vn
NV088703,Phạm Ngọc Chi,pham ngoc chi,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên chính,nv088703@donvi.gov.vn
NV088704,Ngô Minh Dũng,ngo minh dung,Phòng Đào tạo - Cục Chính trị (BQP),Trưởng nhóm,nv088704@donvi.gov.vn
NV088705,Hồ Diệu Lan,ho dieu lan,Phòng Nhân sự - Cục Tham mưu (CA),Trưởng phòng,nv088705@donvi.gov.vn
NV088706,Trần Kim Chi,tran kim chi,Phòng Kỹ thuật - Cục Tham mưu (BQP),Phó trưởng phòng,nv088706@donvi.gov.vn
NV088707,Vũ Thị Dung,vu thi dung,Phòng Truyền thông - Cục Tham mưu (BQP),Thành viên,nv088707@donvi.gov.vn
NV088708,Hồ Bích Vy,ho bich vy,Phòng Hành chính - Cục Tham mưu (CA),Trưởng phòng,nv088708@donvi.gov.vn
NV088709,Huỳnh Bích Lan,huynh bich lan,Phòng Thanh tra - Cục Chính trị (BQP),Nhân viên,nv088709@donvi.gov.vn
NV088710,Bùi Thành Khang,bui thanh khang,Phòng Tác chiến - Cục Chính trị (CA),Phó trưởng phòng,nv088710@donvi.gov.vn
NV088711,Bùi Thị Yến,bui thi yen,Phòng Thanh tra - Cục Tham mưu (CA),Trưởng phòng,nv088711@donvi.gov.vn
NV088712,Nguyễn Minh Thắng,nguyen minh thang,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv088712@donvi.gov.vn
NV088713,Hoàng Minh Tâm,hoang minh tam,Phòng Thanh tra - Cục Chính trị (BQP),Nhân viên,nv088713@donvi.gov.vn
NV088714,Vũ Thị Anh,vu thi anh,Phòng Nhân sự - Cục Chính trị (CA),Phó trưởng phòng,nv088714@donvi.gov.vn
NV088715,Hồ Bích Hoa,ho bich hoa,Phòng Đào tạo - Cục Kỹ thuật (BQP),Nhân viên,nv088715@donvi.gov.vn
NV088716,Ngô Quốc Nam,ngo quoc nam,Phòng Nhân sự - Cục Quân huấn (CA),Thành viên,nv088716@donvi.gov.vn
NV088717,Võ Quốc Khang,vo quoc khang,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên chính,nv088717@donvi.gov.vn
NV088718,Đặng Minh Hải,dang minh hai,Phòng Thanh tra - Cục Quân huấn (CA),Trưởng nhóm,nv088718@donvi.gov.vn
NV088719,Dương Thu Mai,duong thu mai,Phòng Nhân sự - Cục Quân huấn (CA),Trưởng nhóm,nv088719@donvi.gov.vn
NV088720,Võ Công Quang,vo cong quang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv088720@donvi.gov.vn
NV088721,Đỗ Đức Hải,do duc hai,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Nhân viên,nv088721@donvi.gov.vn
NV088722,Đặng Diệu Anh,dang dieu anh,Phòng Kỹ thuật - Cục Tham mưu (BQP),Trưởng phòng,nv088722@donvi.gov.vn
NV088723,Huỳnh Ngọc Huyền,huynh ngoc huyen,Phòng Tác chiến - Cục Quân huấn (CA),Nhân viên,nv088723@donvi.gov.vn
NV088724,Võ Công Việt,vo cong viet,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Phó trưởng phòng,nv088724@donvi.gov.vn
NV088725,Phạm Kim Linh,pham kim linh,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên chính,nv088725@donvi.gov.vn
NV088726,Trần Hồng Hoa,tran hong hoa,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv088726@donvi.gov.vn
